麻烦问一下，怎么修改支付方式？	Payment
你好，有没有满减活动？	Promotion
可以转人工吗？	Human-Service
你好，这个比别家贵吗？	Price-Query
我的订单怎么还没到？	Order-Query
我想问一下，订单支付超时了还能付吗？	Payment
能修改收货地址吗？	Order-Query
能不能送到楼下？	Logistics-Query
你好，申请退款在哪里？	Return-Refund
保修是免费的吗？	After-Sale
换尺码怎么操作？	Return-Refund
你好，商品开不了机怎么办？	After-Sale
你好，换尺码怎么操作？	Return-Refund
打折商品能退差价吗？	Promotion
麻烦问一下，这个锅是有涂层的不粘锅吗？	Product-Query
随便聊聊？	Other
找人工客服处理？	Human-Service
我想问一下，哈哈哈哈？	Other
请问，怎么取消退款申请？	Return-Refund
麻烦问一下，无聊？	Other
商品拆封了还能退吗？	Return-Refund
你好，你会什么？	Other
怎么查看我的历史订单？	Order-Query
这款手表防水吗？	Product-Query
我想退货怎么操作？	Return-Refund
已经下单了还能改吗？	Order-Query
麻烦问一下，退货地址是什么？	Return-Refund
麻烦问一下，发票能开专票吗？	Payment
请问，支持微信支付吗？	Payment
维修要寄回去吗？	After-Sale
请问，你是谁？	Other
晚上好？	Other
退款是退到原支付账户吗？	Return-Refund
怎么找到人工？	Human-Service
转接人工？	Human-Service
这款相机像素是多少？	Product-Query
支付密码输错了怎么办？	Payment
你好，帮我查一下订单号？	Order-Query
拒收的话会自动退款吗？	Return-Refund
这个床单是纯棉的吗？	Product-Query
请问，怎么领取新人券？	Promotion
物流信息怎么查不到？	Logistics-Query
直接转人工？	Human-Service
拜拜？	Other
麻烦问一下，怎么联系售后客服？	After-Sale
麻烦问一下，转接人工？	Human-Service
麻烦问一下，我买的东西什么时候发货？	Order-Query
新人有什么优惠？	Promotion
我的订单发货了吗？	Order-Query
谢谢？	Other
麻烦问一下，物流信息怎么查不到？	Logistics-Query
退货需要什么条件？	Return-Refund
有没有买一送一？	Promotion
有没有更便宜一点的？	Price-Query
我买的东西什么时候发货？	Order-Query
最近有什么活动吗？	Promotion
请问，退款是退到原支付账户吗？	Return-Refund
我想问一下，会员价是多少？	Price-Query
你好，帮我查一下有没有下单成功？	Order-Query
快递显示派送中？	Logistics-Query
请问，什么时候能签收？	Logistics-Query
我想问一下，换货后的商品还有保修吗？	After-Sale
你好，有没有包邮活动？	Promotion
我想问一下，商品有瑕疵能换吗？	After-Sale
摔坏了能保修吗？	After-Sale
收货人电话填错了能改吗？	Order-Query
收到？	Other
请问，现在买送礼品吗？	Promotion
麻烦问一下，这个商品打几折？	Price-Query
我什么时候可以收到货？	Order-Query
我想问一下，退款被拒绝了怎么办？	Return-Refund
能延长保修吗？	After-Sale
我想问一下，这款笔记本内存多大？	Product-Query
我想问一下，这个鞋子的尺码标准吗？	Product-Query
售后怎么联系？	After-Sale
哦哦？	Other
优惠券过期了还能用吗？	Promotion
你好，有人工客服吗？	Human-Service
有没有其他颜色可以选？	Product-Query
能用银行卡付款吗？	Payment
你好，微信支付没反应？	Payment
谢谢啦？	Other
电子发票怎么下载？	Payment
麻烦问一下，大概几天能送到？	Logistics-Query
你好，发票什么时候开？	Payment
你好，最近有什么活动吗？	Promotion
现在多少钱能拿下？	Price-Query
我想问一下，满减和优惠券能叠加吗？	Promotion
请问，你好？	Other
我想问一下，直接转人工？	Human-Service
这个手机存储空间多大？	Product-Query
买错了能改订单吗？	Order-Query
麻烦问一下，我什么时候可以收到货？	Order-Query
保修期是多久？	After-Sale
麻烦问一下，给我转人工好吗？	Human-Service
我要取消这个订单？	Order-Query
请问，有会员日优惠吗？	Promotion
什么时候派送？	Logistics-Query
帮我查一下订单号？	Order-Query
好的？	Other
请问，能七天无理由退货吗？	Return-Refund
帮我找个人工？	Human-Service
人工客服在线吗？	Human-Service
让真人客服来？	Human-Service
请问，人工客服电话多少？	Human-Service
麻烦问一下，这个商品参与满减吗？	Promotion
用了几天就坏了能换吗？	After-Sale
不想和机器人聊转人工？	Human-Service
过了保修期还能修吗？	After-Sale
能先付定金吗？	Payment
这个商品参与满减吗？	Promotion
这个能便宜二十块吗？	Price-Query
商品出现故障怎么处理？	After-Sale
请问，有没有活动价？	Price-Query
有没有活动价？	Price-Query
麻烦问一下，没问题？	Other
怎么联系售后客服？	After-Sale
这款儿童安全座椅适合几岁？	Product-Query
机器人听不懂转人工？	Human-Service
麻烦问一下，订单备注怎么写？	Order-Query
请问，这款空调是变频的还是定频的？	Product-Query
订单备注怎么写？	Order-Query
你好，快递放驿站了怎么取？	Logistics-Query
请问，满300减50怎么算？	Promotion
怎么修改支付方式？	Payment
这条裤子是什么面料？	Product-Query
商品有瑕疵能换吗？	After-Sale
今天能送到吗？	Logistics-Query
这款手机电池容量多大？	Product-Query
支持微信支付吗？	Payment
麻烦问一下，可以用花呗吗？	Payment
分期的话每期多少钱？	Price-Query
请问，退货的运费谁出？	Return-Refund
机器人解决不了转人工？	Human-Service
没事了？	Other
支付有手续费吗？	Payment
我想问一下，我的包裹怎么还没到？	Logistics-Query
价格还能再便宜点吗？	Price-Query
质量问题可以退吗？	After-Sale
帮我查一下订单状态？	Order-Query
你好，售后处理要多长时间？	After-Sale
能领优惠券吗？	Promotion
这件外套是什么材质？	Product-Query
我要和真人说话？	Human-Service
我想问一下，尾款还要付多少？	Price-Query
麻烦问一下，拒收的话会自动退款吗？	Return-Refund
我想问一下，不想和机器人聊转人工？	Human-Service
再见啦？	Other
再见？	Other
我要找人工？	Human-Service
你好，帮我联系人工？	Human-Service
你好，现在下单一共多少钱？	Price-Query
这个包包是牛皮的还是PU的？	Product-Query
你好，怎么申请开发票？	Payment
请问，这个订单能拆开发货吗？	Order-Query
支付失败了怎么办？	Payment
售后网点在哪里？	After-Sale
麻烦问一下，已经收货了还能退吗？	Return-Refund
我想问一下，怎么申请换货？	Return-Refund
这款面膜适合什么肤质？	Product-Query
我想问一下，发票抬头怎么改？	Payment
你好，再见？	Other
麻烦问一下，嗯嗯？	Other
麻烦问一下，这个商品涨价了吗？	Price-Query
请问，这个包贵不贵？	Price-Query
麻烦问一下，这款耳机的续航时间多久？	Product-Query
这个手机现在什么价格？	Price-Query
保修范围包括什么？	After-Sale
我想问一下，质量问题可以退吗？	After-Sale
这个价格包含运费吗？	Price-Query
优惠券在哪里领取？	Promotion
给我转人工好吗？	Human-Service
麻烦问一下，退货流程要多久？	Return-Refund
分期付款怎么弄？	Payment
退货需要保留包装吗？	Return-Refund
请问，分期付款怎么弄？	Payment
我想问一下，订单状态为什么一直待付款？	Order-Query
可以用花呗吗？	Payment
请问，没事了？	Other
下单了但还没付款？	Order-Query
你是谁？	Other
我想问一下，我要人工处理订单？	Human-Service
现在买划算吗？	Price-Query
能维修吗？	After-Sale
优惠券怎么使用？	Promotion
你好，换货要重新付运费吗？	Return-Refund
售后处理要多长时间？	After-Sale
有没有包邮活动？	Promotion
满减和优惠券能叠加吗？	Promotion
请问，支付密码输错了怎么办？	Payment
能不能加急发货？	Order-Query
麻烦问一下，这款面膜适合什么肤质？	Product-Query
请问，物流信息怎么查？	Logistics-Query
收到货不满意能退吗？	Return-Refund
我想问一下，能不能送到楼下？	Logistics-Query
好的好的？	Other
订单超时未支付会怎样？	Order-Query
这款空调是变频的还是定频的？	Product-Query
你好，今天能送到吗？	Logistics-Query
你好，早上好？	Other
麻烦问一下，支付有手续费吗？	Payment
我想问一下，再见啦？	Other
我的快递单号是多少？	Logistics-Query
请问，人工服务？	Human-Service
请问，三包政策是什么？	After-Sale
你是机器人吗？	Other
你会什么？	Other
能开发票吗？	Payment
麻烦问一下，现在多少钱能拿下？	Price-Query
我想问一下，让真人客服来？	Human-Service
发票能开专票吗？	Payment
这款羽绒服的充绒量多少？	Product-Query
有秒杀活动吗？	Promotion
有没有直播专属优惠？	Promotion
今天天气怎么样？	Other
物流信息怎么查？	Logistics-Query
有会员日优惠吗？	Promotion
我想问一下，订单显示已发货是真的吗？	Order-Query
能七天无理由退货吗？	Return-Refund
我想换货？	Return-Refund
请问，分期的话每期多少钱？	Price-Query
麻烦问一下，退款什么时候到账？	Return-Refund
现在买送礼品吗？	Promotion
收到货有质量问题怎么办？	After-Sale
请问，好的？	Other
你好，怎么找到人工？	Human-Service
麻烦问一下，这个商品原价是多少？	Price-Query
麻烦问一下，收到？	Other
哈哈哈哈？	Other
你好，快递显示派送中？	Logistics-Query
我想问一下，买错了能改订单吗？	Order-Query
怎么参加抽奖活动？	Promotion
这款耳机的续航时间多久？	Product-Query
我想问一下，这个行李箱有多重？	Product-Query
帮我转人工客服？	Human-Service
我想问一下，能修改收货地址吗？	Order-Query
订单支付超时了还能付吗？	Payment
退款什么时候到账？	Return-Refund
满300减50怎么算？	Promotion
麻烦问一下，双十一有优惠吗？	Promotion
麻烦问一下，能帮我查一下物流进度吗？	Logistics-Query
怎么申请开发票？	Payment
你好，这款路由器支持5G吗？	Product-Query
你好，退款金额怎么算？	Return-Refund
这款手表多少钱？	Price-Query
你好，能开发票吗？	Payment
三包政策是什么？	After-Sale
你好，帮我找个人工？	Human-Service
你好，这个商品的产地是哪里？	Product-Query
快递到哪儿了？	Logistics-Query
微信支付没反应？	Payment
收到货少了一件怎么办？	Logistics-Query
申请退款在哪里？	Return-Refund
你好，有没有更便宜一点的？	Price-Query
已经收货了还能退吗？	Return-Refund
我想问一下，知道了？	Other
我想问一下，厉害了？	Other
包裹在运输中还要多久？	Logistics-Query
帮我联系人工？	Human-Service
请问，我下了两单能合并吗？	Order-Query
尾款还要付多少？	Price-Query
你好？	Other
快递能转寄到别的地址吗？	Logistics-Query
请问，好的好的？	Other
麻烦问一下，有没有买一送一？	Promotion
这个价格是含税的吗？	Price-Query
人工客服电话多少？	Human-Service
有没有蓝色的XL码？	Product-Query
在吗？	Other
物流一直不更新怎么回事？	Logistics-Query
你好，为什么不能支付？	Payment
你好，售后怎么联系？	After-Sale
你好，订单被取消了怎么回事？	Order-Query
退款多久能到账？	Return-Refund
没问题？	Other
我想问一下，打折商品能退差价吗？	Promotion
我想问一下，有秒杀活动吗？	Promotion
麻烦问一下，转人工？	Human-Service
请问，下单后多久能发货？	Order-Query
我想问一下，支付宝可以用吗？	Payment
你好，这款电视屏幕多大尺寸？	Product-Query
请问，能先付定金吗？	Payment
麻烦问一下，能延长保修吗？	After-Sale
请问，已经下单了还能改吗？	Order-Query
订单被取消了怎么回事？	Order-Query
请问，这个手机现在什么价格？	Price-Query
麻烦问一下，这款洗衣机的容量是多少？	Product-Query
这个鞋子的尺码标准吗？	Product-Query
能不能只退一件？	Return-Refund
信用卡可以支付吗？	Payment
我想问一下，这款儿童安全座椅适合几岁？	Product-Query
已经扣款了但订单没成功？	Payment
无聊？	Other
你好，优惠券在哪里领取？	Promotion
这款鞋多少钱一双？	Price-Query
我想问一下，可以转人工吗？	Human-Service
我想问一下，这个价格包含运费吗？	Price-Query
麻烦问一下，怎么查看我的历史订单？	Order-Query
我想问一下，收货人电话填错了能改吗？	Order-Query
大概几天能送到？	Logistics-Query
我要投诉找人工？	Human-Service
这款电视屏幕多大尺寸？	Product-Query
现在下单一共多少钱？	Price-Query
有没有满减活动？	Promotion
